Nombre_pagina,URL_post,Recuento_compartidos,Reacciones_totales,Recuento_comentarios,Contenido,Fecha_hora_publicacion,Fecha,Hora,Estado
ogharfuch,https://www.facebook.com/OGHarfuch/posts/pfbid0d7TcqeyWREfV6Ac9K7jucpUGNuSvtJzKR7ivrLaLt6SPz62nfQboa43tKi2kHdNgl?__cft__[0]=AZXr2GeUF4sJa74X1tpso0ynEhxT8rPPfDGkT4TgNY761lHbFjvLN2NyQeVX8_n-Uqv_eXRnJxG6hlRjp9Ohd1JWkByWupurh5YKGNk7NJYk3ymqEefUSp5_X7iVVgCfzr4BYzIutbHuD-irZZZJD0lDjDB8NQHK1osg1C8hzTt_ZvEV0t6AcjKMw-VfTS0AW4PX6QRm8kZfiOLddK7IEH9w&__tn__=%2CO%2CP-R,59,1733,72,Tradiciones unicas! Que gran evento en Tlahuac!,2023-10-30T22:48:22.297791,30-10-2023,10:48 PM,NORMAL
100063471730986,https://www.facebook.com/cristinacruzmx/posts/pfbid031ehmYNFdZyNysQFLQZzidgRkJCrZ6mYVA4wdcc8KBvKDXbWX5wpm2FeLE8vUTpTXl?__cft__[0]=AZUEteZrIDSpo20puw16wiHCd0KvQF8KEQEzdh-XyWrnbg3AF8dhuSw4juHSnNd4kuuDPksZvKaAjxGTII2Q27tdduJRsC5VGdQMzlu0gcT-QwLklR__9oN5jlESFFaUQgAsnDGLyCI4kE5bYRfplHrqLz4vtaI_5V5rfd_Fr_jnZDKfXjNV2hQwS14-okLybTK9kn-Mxgv7KOfEItqPvruF&__tn__=%2CO%2CP-R,0,14,1,Este lunes nos reunimos con nuestra Coordinadora Nacional de los Comites en Defensa de la 4T @claudia_shein fortaleciendo la unidad y organizacion de nuestro movimiento.,2023-10-30T22:48:20.011408,30-10-2023,10:48 PM,NORMAL
danielduarte.vall,https://www.facebook.com/DanielDuarte.Vall/posts/pfbid0KGasPB79BthWTa1yweNaKi8GsQkf4MdxqZ6fJwkkqXSVc2Li5aKuL6pUHYjN8q5xl?__cft__[0]=AZUPWN72vJdxxzwqeqPIppoMitn55R1tCuBKykwS6yPFh000XKBimLGVTbZk0Ugnj2-dg78D9PIT6tL9tTSMR9P51KyTVV-pxO4TgpVFtmFJHiomNPcEqNZlOjv4PigpgCRU92Q-KEVPqj5cw4mr8cfPCpRZu8BB2Q3UfhdGSuTxLo-SKj0TZvltRV8xmgwImkpm2Y4rssJ3BiejRUAhKlOkwc3IT7ZVXVDFqPURIgXvl4CTT0bfltzhJq-AuqVfoqo&__tn__=%2CO%2CP-R,0,0,0,Y a tus muertitos que les gustaba en vida? #diademuertos #mexico,2023-10-30T22:48:31.956503,30-10-2023,10:48 PM,NORMAL
anahigonzalezqr,https://www.facebook.com/AnahiGonzalezQR/posts/pfbid0nP6pPPXznJ9Nh3QXvhmRzChxGhkZTuJE96nPFmvbJaKbt4PcKSjtvHQCxc2euoTgl?__cft__[0]=AZWBg46CE9Qe2Ea-wmqSd91lxjPr1xhIgov3tBWCzNuIeK4_1L5mXsn9krgY24fkr9Py37EknaKfATtNpM8prsEZoaY3ogY4F3rD4uFn41BVsHakJa2Tr9CvLJPMPvNawR2hy3pviZVjCYOasP1F68Sr_k6EoQPf8NDPD9yQBN0GEvk9njwRhqee2m-ZlRozg3Wj_Ouxfl_c0aybQN-xpI74&__tn__=%2CO%2CP-R,0,7,1,"Con orgullo les comparto que fue aprobada por unanimidad de 467 votos en el Pleno la reforma de una servidora que modifica la Ley General para la Igualdad entre Mujeres y Hombres. Seguimos avanzando!El proposito es obligar a las y los titulares de las entidades federativas a publicar un informe anual sobre las acciones afirmativas y los esfuerzos activos realizados en materia de igualdad de genero.Ademas, mandata que la Junta de Gobierno del Instituto Nacional de las Mujeres tenga la facultad de promover, de manera coordinada, mecanismos que garanticen el acceso a la informacion en la materia.Para la 65 Legislatura Federal la igualdad sustantiva es fundamental. Agradezco su respaldo.#AnahiGonzalez #Morena #4T #QuintanaRoo #Mexico #Igualdad #Mujeres",2023-10-31T08:22:25.999891,31-10-2023,08:22 AM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid02EHPrp42fbKNuTy8s81b54ubXjs9CAcXVZcABw5aVJqnKrmtyrLB5enGmjSZxeonXl?__cft__[0]=AZWSfpnXvjfsF8dF67_Y2nDzkyGIcU7dDcn1Gs4VzVqM2jN4BYR4qUs2B3sbdIDuEtNbcUdlY4nNH2T1DZ39FQXdkDIpiOG1Pe1exz-L1NJ6be_KvPhc7ktgr37xl6MRUnadT7XyQmjlQV4CS1vuY4Src1P1mEQNs_6mgVL_h7o2PXPhNyLHuFGKtAJKn5RDqYgq2Ma7zPvyspx5ccBp-xuV3SFYMLLpTb2gaG3n-oyas0x4ycYru7cpclkA-ozxGn4&__tn__=%2CO%2CP-R,0,0,0,"Reunion de la Comision de Justicia.Para tratar los asuntos siguientes:Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa de Decreto por el que se reforman y adicionan diversas disposiciones del Codigo Penal para el Estado Libre y Soberano de Quintana Roo, de la Ley Organica de la Administracion Publica del Estado de Quintana Roo, de la Ley del Servicio de Administracion Tributaria del Estado de Quintana Roo y del Codigo Fiscal del Estado de Quintana Roo; en materia de investigacion y persecucion de delitos de operaciones con recursos de procedencia ilicita (lavado de activos); presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa con proyecto de decreto por el que se reforman, derogan y adicionan diversas disposiciones a la Ley Organica de la Fiscalia General del Estado de Quintana Roo; presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.  Fecha: 31 de octubre del 2023.                                                                                                                                                                                                           XVII Legislatura del Estado Libre y Soberano de Quintana Roo ___________________________________________________________                                                                                                                                                                                                                                                                                                                                   Aviso de Privacidad Simplificado.                                                                                                                                                                                                                                                                                                                                   El H. Congreso del Estado de Q. Roo es el responsable de los datos personales que se recaben durante la realizacion del presente evento, garantizado su debida proteccion.                                                                                                                                                                                                                                                                                                                                   Consulte nuestro aviso integral en www.congresoqroo.gob.mx",2023-10-31T08:23:33.997046,31-10-2023,08:23 AM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Fe8tidjSDgwYwV8HARMr4B7RDqkJeEUTPwF1xsvx8yMDUX5xG8CconSt1eLDUgbYl?__cft__[0]=AZUE5C1848yt8rZfdC6FAc881lZlNhkRvJH8q6DCGiXsNch4ucb3VpXycql_j279McUJlSPFTh03nGWQuSFbYfGm143VVi4rbFQHA2C7kIIX7JiOLuxy_tyCxy12cACqksnDvKtPZPofTJZ4eFe4GyEG8HDHIrX6l8saETZcNPa8sovj27t4rMZd6yM5F_JEySoqoiGgv3ZhjKijQO25JKW4&__tn__=%2CO%2CP-R,0,4,0,"Este lunes, en nuestra sesion ordinaria numero 20, tuve el honor de participar en la aprobacion de la reforma a los articulos 12 y 17 de la Constitucion Politica del Estado. Esta iniciativa, que surgio de la vision de nuestra gobernadora, Mara Lezama, marca un importante paso en nuestro compromiso con el reconocimiento de la dignidad humana y el derecho a una buena administracion publica. Estamos decididos a avanzar hacia una transformacion significativa del estado.#LegislarParaTodos#XVIILegislatura",2023-10-30T23:48:39.189009,30-10-2023,11:48 PM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid02c3Y6kknESSXz7mP4uFfPRs3L1zkbCA8GychMeZ856ULC349adCb2CyVPx4avNuJTl?__cft__[0]=AZV339BjKSQV89gIGUky7DciDJR_uNnNm1vTsWp1fmpFz6WFc9ukXLyWijJhlMuSO2pbSBD2xY4-Uq1T1vD1Z88_ndyZPiPR-gnLgNlQ-EDrC42eqFFcvybDbUqvyfTOthLGZozkexwF13S1yRj3EG0-IMwQS1fKxF0s3YmmCeD2n5G1CfN2RkfAHKoNOGUTMKCd82oyq5WPJ8yyhk0cv28P&__tn__=%2CO%2CP-R,0,4,0,"Feliz cumpleanos mi querido Marco Polo Carballo!Espero que en este dia tan especial te la hayas pasado super bien, consentido y lleno de amor. Que la vida te siga sonriendo y que sea una vuelta al sol llena de bendiciones.#felicidades",2023-10-30T22:48:39.271788,30-10-2023,10:48 PM,NORMAL
dhcaguakan,https://www.facebook.com/DHCAGUAKAN/posts/pfbid0jBLNEejMd6Sm7hEMHnRgcaqSL5mwkvQHUxPW9Y7gcuj6yz7r9LqcuZRAPFDJQGgol?__cft__[0]=AZWHu_SsXwSspeBYWJRW1KLDBREURHy1oPGvLWEFEq7syEiLs0SBO9Q_gsG6ivjYktkhB2Ld00mWIrsKpG2dLmN9UqnHJiWZjco9SPrLCwESk-tSumbFjAF6N2cC40WiXo_akpRSl8MAxME_60xCfr4JdFegAtCx8lphb9pD9Fwgc6A2S4Lh_pSK1d_8-vkRCR3DqmMabJWnTwGN1nKx1TwH&__tn__=%2CO%2CP-R,0,0,0,El equipo de Aguakan se dedica incansablemente a diversas tareas cada dia. Son el motor que impulsa el suministro de agua potable y la gestion eficaz de las aguas residuales. Su esfuerzo diario se refleja en el bienestar de nuestra comunidad. #ColaboradoresEnAccion,2023-10-31T08:00:27.677845,31-10-2023,08:00 AM,NORMAL
eriknoeborgesyam,https://www.facebook.com/eriknoeborgesyam/videos/233432776420726/?__cft__[0]=AZWXSuLtKEiVg6LS-D9jvMJneNMVxzU9DF6hLSf6IRSWJ-a4xAtRpeFKyv7Cyt_-0WGGNiEaz0uvW1sSKYPKEcPcXqQbC7sNPMzGU3bnDUz7nFS3izEYli4cJ6OHCCgAD73gp3sq_w1Y0HGCY1bOBzhe0lwN-uNjgdnQTuYDXQ9HYszmph69Vt9V9uc6Vg3hzo0g66pAtcvCnurmGJMQGxGy&__tn__=%2CO%2CP-R,86,65,16,,2023-10-31T08:02:56.867157,31-10-2023,08:02 AM,NORMAL
sheffieldgto,https://www.facebook.com/SheffieldGto/posts/pfbid0pQB4kecPzXFvW9W81tiKR7ameXf2jfRbHNpjtvjMi95sLk2XDxstFpwanwftQpkMl?__cft__[0]=AZXrIEbogrZKa-Bmk7IqsvC7nDv3kLSEtq13u_Kf2B9bgvW1CJ5nHG1gxVDdSwdwOHLND2TnwWlfmZNYcf856qntKXLZqT-G-BSkQTaD-BAAqMkBqBcUcepVmKiN8mxWRZumsnGIdi0EeERFNrenoYsP-dybdRlCBaW58uRl_1qn9O9ymuMu1Iwj6hui9nU-aTBKqUJRfIaV0F8xh46wIo66&__tn__=%2CO%2CP-R,0,20,1,Con todo y por todo! Hasta recuperar el estado por el que los guanajuatenses tanto hemos trabajado. #LaRutaDelCambio,2023-10-31T08:47:43.613342,31-10-2023,08:47 AM,NORMAL
juanitalonso,https://www.facebook.com/Juanitalonso/posts/pfbid036NGuU3s58r3pT1NbisYhoZbNnSm87mCph5328Q1XYZEeWWt6a3AXkyBnbB2TAJRvl?__cft__[0]=AZVa0xC8au4U0ulZmEEPrfsD-wtzoDASrxmuMzH4JZ0939kHGT8RdjAFpxpfAZi7r5bqhewHnX3ln_5Oob8ZwiZc-9jouKsJ6v3AubkNvYqVTxWhO-0kc0ZOXrgYEp2ZGWpAaad-UCUuSfiar-pZc_sfrV8Bumx3uqWOrc0bGM-Z1fDrLboj-I6sDIAvY46DJLLVXV8P__spR9RQ3FfB3SAo&__tn__=%2CO%2CP-R,0,34,5,"Muchas felicidades a las ganadoras del concurso de catrinas del tercer Festival Dia de Muertos Almas con Tradicion Cozumel! Categoria Infantil Primer lugar: Alexa Ximena Castillo Rodriguez Segundo lugar: Shayna Nohely Sabido Cahuich Tercer lugar: Alinna Karolina Fernandez Custodio Categoria Juvenil Primer lugar: Sofia Nazaret Ventura Santana Segundo lugar: Pilar Angelica Mukul Catzin Tercer lugar: Maggie Guadalupe Choy CanulGracias a todas las participantes por enriquecer nuestra comunidad, fomentar la expresion artistica y contribuir a la preservacion de nuestras tradiciones.#UnidosSomosMasGrandes#DiaDeMuertos#AlmasConTradicion#Cozumel",2023-10-31T07:52:09.864699,31-10-2023,07:52 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid02aAsZRsBNseefsYwwD4u71ox5Kns3XHhQH5Gf2bUjHq5g42HvppNXXi81f85gRdxQl?__cft__[0]=AZU7N77HBQPDRJlaDhU28xioIMouawdEfEUc-MEvhRskdsp41b5TTIOmZUysL2iDsv1WG9lOqM1WU5hSXTOLu1idPGgUkNd61si85BGvpE8o_DALmh3f06NAgjiYW_qSFrghJN8YG6nfc9D1jEakb6yZ-IPKd_tzceckdlTn9b44Vu3VOptIvZZ0TUfzcG3ueB0xizVV5ZMDepTF9T9qvkjQ&__tn__=%2CO%2CP-R,468,2512,252,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T07:52:53.958382,31-10-2023,07:52 AM,NORMAL
eugeniosegura.oficial,https://www.facebook.com/EugenioSegura.Oficial/posts/pfbid02PEucFNwfgv4cCVeR1NssEdd3RKeHvDcf5EhLzgpF4BoRYatFSAeW2wy2hGgb1MB1l?__cft__[0]=AZWd8sxA1vPcDKn5-tk2ppp2Ssj24hPaiy6PLX-7-r0E88FVTJE3zVQW0Lmmm_GIQlUQ6d4NWNJoJgsyInLOetBf8hlbtxqFUNYJ2ZkLjAazZnkS6-OFTwrfsG_RCoYXpwrw3xBiMlyt3LQsNGRKok4w2TC9JCFO-qHGA4fbbKKUTVzcwW7klDqI92_GoYVgrg8nzjy5u0het7Mfb5xNjfELKlSo5PbB2sig_PTFUwPYJF3MOCkvOlZ3zX9jrkpW8Go&__tn__=%2CO%2CP-R,0,0,0,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T08:31:21.109322,31-10-2023,08:31 AM,NORMAL
ayuntamientodesolidaridad,https://www.facebook.com/AyuntamientodeSolidaridad/posts/pfbid023TYeW9hSEZuTA6anKwD4uDByhiwvqLDah39GTLcfNjaxNSDkLja5A7dVU2cZ9Hwil?__cft__[0]=AZU1_PzyP5Ubc8GF1UvPoxKFPOpsPHPk3hB-6k0AKkwhqVKGhQPJn8vP3HbSfEo0K2mKkdHMjyE6qAboQqBbjCE90XU4yGOleiAyumJyjhdmkIuCDpNvUMTohtKUDuFA-wd0GlsKAEYFymsEDLnjTUk3yNzXUxEsqlHYuUbQBVwYlXru77-Wtr-bHMagczpuGmQfIWtI0CMkJl76kwAO91Zr&__tn__=%2CO%2CP-R,0,1,0,Estamos renovando #PlayaDelCarmen! Conoce que significa cada elemento que estamos pintando en las avenidas. Si todos respetamos los senalamientos tendremos un espacio seguro para transitar! #RenovamosParaCrecerConOrden,2023-10-31T08:31:04.580487,31-10-2023,08:31 AM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid022mMeCLKGkq8yUGedwNw51yrMTDcpYsZHkTYSGhrQtPF4JQ6T6Gh9zKM7BhxhRxqMl?__cft__[0]=AZWugQHzx67iV1f3BQOqHi7bb1JKzN_7PDSxVei2-1bZp9gxRirb4_aevWr0vQ-C65vUjb85G394NvpfrWx54rh_lxYZWUSqUQ06FIS3S24My26verHbVYcnRNVG_wznTnCykAG34FxmfWVZCTn-QAk7KXPQnPrgnXuDES8A6qrBTZV143gMKXylYDEXQMCBjPECrfSBsVChRlrO-VZwgLsV&__tn__=%2CO%2CP-R,0,5,2,"#PuertoMorelos preserva las tradiciones que forjan su identidad; la Alcaldesa Blanca Merari Puerto Morelos participa, junto con habitantes de la localidad, en el Paseo de las Animas y premia a los ganadores de los concursos de catrinas, calaveritas y altares.#GobiernoCiudadano #CercaDeTi",2023-10-31T08:09:57.053658,31-10-2023,08:09 AM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid0Y8VMwPwqxBM2L6GmXDkt5tns7qNQNF997DMyWF91yuB55cW2xcSFtsRGhk9HTvebl?__cft__[0]=AZUln1d1P6veWo9IudCee-4PJLsGuW9sXmvuurqCQRqtdJht4b5rUscVeFC6U65bTF-eUOgIknBRDS7AnzYJKMTr7K6p2lj_2MgPXJizTDUc3OQxA6rZ8wz4O89WuRqmq--MTb-y1hVDmYemrGCJPuwG3Tcwesu_VxMiWsmaC-WxlETUZjwCxzFXcc7wmRFRwbDI9yUfoNJP5pG67A2pHTxU&__tn__=%2CO%2CP-R,0,14,11,"El #DiaDeMuertos es una celebracion ancestral que honra a los seres queridos fallecidos, a traves de los altares se cree que se tiende un puente de comunicacion entre ellos y los vivos.",2023-10-31T06:53:03.931222,31-10-2023,06:53 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid025SmDMxwffhhmVStjU1uymWoUsfTiLF1q1hpHK99oBbho8CivBQcdvHd6GUp2CdLSl?__cft__[0]=AZUqT1kGuQJklEDkEcOWe6dT7mkWLqGZIJDJaFIEu0gzR11GWEOJMtJO7zvSmgmj15d7R0JP6qkuyGyCipPyeiLDeSibmpVKywyCyPWc0atG132vrkVLweKBXsBVuJaQD-g8zgpbQqlzct7q5428EqCojcvveovtDrAG4DrsEwP2ZMRDiEK8E3e3NhBbTCVsn4Yy1T-dtC_RKL-3hRXtwmzp&__tn__=%2CO%2CP-R,0,3,0,Agenda del dia de hoy martes 31 de octubre 2023 de la #PrimeraRegiduria de #Benito Juarez.Continuamos con nuestra labor con las y los benitojuarenses!#L4TIendoPorCancun,2023-10-31T08:31:33.863677,31-10-2023,08:31 AM,NORMAL
ricardovelazco2022,https://www.facebook.com/RicardoVelazco2022/posts/pfbid02L2vVLEdUg59EaDJb5AzYR146ypb7z2erYqsmqcVCqmhTErH1cZo6evSGfwGsmd19l?__cft__[0]=AZXQwj21JPEaOK9x9denVNVIHtzUIxutMei4FaNk6e9AbD2puizle7CZJ8ki5MPOECoN__sLAg0sMeF6IUTK9PicD6GBbRqT5stVmdzswFuqwxJfg3jlDeeR3u6wmgGnFp2Fr20R8pypy4EoeznYBZxcWl8coxtVvJWyGE8ai4pGdS9IJXsKXf5pcIZfYjvZ64caJlTjzlnK1-I068RPxTun&__tn__=%2CO%2CP-R,0,14,18,"Presente en la Reunion de las Comisiones Unidas de Deporte y para la Igualdad de Genero, con motivo del estudio, analisis, discusion y dictaminacion de la Iniciativa de decreto por el que se adicionan y reforman diversas disposiciones de la Ley Estatal de Cultura Fisica y Deporte; la Ley para la Igualdad entre Mujeres y Hombres del Estado de Quintana Roo y la Ley de la Juventud del Estado Libre y Soberano de #QuintanaRoo. #UnidosParaTransformar #trabajandoconelcorazon",2023-10-31T06:53:29.527271,31-10-2023,06:53 AM,NORMAL
hugoaldayn,https://www.facebook.com/HugoAldayN/posts/pfbid0fNjJyGAcKJwtQUTjxdik5CWkiCRL6Jf4bKG8tGXzc5vFxPU1nvhftGEhZcWiTHLzl?__cft__[0]=AZVtBdeepa-sK7Pdg6xpIHLlxu5Ffoyz0ab0vXzUwRes6nKslx3m9houLgwcAWij6POTFTOnF7xREpS8WLNKTm4O7bHcosOYmUGvaOJ7NeW7Z8orJZtHO2HTraAb2l_EpZPYVPyKHDjWgE2K4fk0ok-F73mHOV6b84phdVk8qqjsyR7BRCQgN1UXnDx5zzWOYatR8soi879YQic0eGlWiOI0rXxwN_KalNj6BNPBZ7FYRRAUYmpgGXtyexdq8BRKu1A&__tn__=%2CO%2CP-R,1,2,1,"Reunion de la Comision de Justicia.Para tratar los asuntos siguientes:Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa de Decreto por el que se reforman y adicionan diversas disposiciones del Codigo Penal para el Estado Libre y Soberano de Quintana Roo, de la Ley Organica de la Administracion Publica del Estado de Quintana Roo, de la Ley del Servicio de Administracion Tributaria del Estado de Quintana Roo y del Codigo Fiscal del Estado de Quintana Roo; en materia de investigacion y persecucion de delitos de operaciones con recursos de procedencia ilicita (lavado de activos); presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa con proyecto de decreto por el que se reforman, derogan y adicionan diversas disposiciones a la Ley Organica de la Fiscalia General del Estado de Quintana Roo; presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.  Fecha: 31 de octubre del 2023.                                                                                                                                                                                                           XVII Legislatura del Estado Libre y Soberano de Quintana Roo ___________________________________________________________                                                                                                                                                                                                                                                                                                                                   Aviso de Privacidad Simplificado.                                                                                                                                                                                                                                                                                                                                   El H. Congreso del Estado de Q. Roo es el responsable de los datos personales que se recaben durante la realizacion del presente evento, garantizado su debida proteccion.                                                                                                                                                                                                                                                                                                                                   Consulte nuestro aviso integral en www.congresoqroo.gob.mx",2023-10-31T08:35:34.789203,31-10-2023,08:35 AM,NORMAL
100071257616496,https://www.facebook.com/100071257616496/videos/359742363066962/?__cft__[0]=AZUxOvxYBo4kni1uJHt_RYGmcvIKC0ZG8m4BUGyD9RAbamCMbf1GgcHgbfBNiWRU4xLeOnh1mDbIw2IeCngPaIBScd5NQBHnJ_j4nNS8y6YodDgoFbMApvvYxuYs26_RBAk5HkM8vLBPblgdYwmSniLevKRyiIYNgeXyX5goME3ajm0YO4p-flPlfLbPnown2N8tfRkEVFFxycX0ZRjr0khv&__tn__=%2CO%2CP-R,9,59,24,,2023-10-31T08:05:39.118401,31-10-2023,08:05 AM,NORMAL
oscar.cantonzetina,https://www.facebook.com/oscar.cantonzetina/posts/pfbid0mnotBkYmGkkV9GjrNyGFsFdeekVPqfzRDVQriEdPJEQZaFTx8YwQa9ke8y5jMVqql?__cft__[0]=AZXE4qNWdw-o5VKET6B8QtQHS3iIzmdH11Fp3ZavEOGLz4F0SMd9gMAnonsOzAPYJp5MmW130aeKi-dvO_mVuT0o-w1QtqgllQLiHxJmKR81GIYsxPkVfq06xoNXBiTrZ-II1MHzUWFGcvNYioTzUJvFfii-DLRJ6JFwGnxzCp6P0ps6PeCsBCDkYTK89lgX9OY_iXo4OTBJoXkDK_LzCdUF&__tn__=%2CO%2CP-R,2,3,1,Los intereses del pueblo deben estar siempre primero!!!#Canton #Morena #Encuesta #Tabasco,2023-10-31T08:31:42.204149,31-10-2023,08:31 AM,NORMAL
blancameraripuertomorelos,https://www.facebook.com/BlancaMerariPuertoMorelos/posts/pfbid0dWPoEDUBNmAy5ZQi5B72bzjqHMP8Ucgz1eEkPmC24jtLVPa1TuQAx3TkvHNk68Mhl?__cft__[0]=AZUi9jUzHyhB_6F8ghxleZm4HVz9KZXExawJebpB-DFpq2YWF3U-EB7L-L1yqDZDUu0IZIVxrZGcK9iTxmzLDcrww_QGGpT3kfRdQF_UoVEgTWW_tBuGOQWthqcdRJrfVkGIXUJTDiiccxRPVontUEYZTrB6_JG3iZ6ZUMBoLBrnCa4SgpstO2uo08fGnPWp-J36hGKiXDJJNURUSD8vKT0O&__tn__=%2CO%2CP-R,11,39,5,"Buenos dias amig@s!Les comparto como estuvo el primer dia de actividades por la celebracion de nuestro Dia de Muertos, en el que pudimos observar el elegante andar de coloridas catrinas, apreciamos la creatividad de los participantes en el concurso de altares y disfrutamos del ingenio de las calaveritas literarias.Puerto Morelos vive en sus tradiciones!#BlancaMerari",2023-10-31T07:58:46.269285,31-10-2023,07:58 AM,NORMAL
temistoclesvr,https://www.facebook.com/TemistoclesVR/posts/pfbid0W3GR2SC1TgK7E3Get5wW7foL3MehvMT7KosDr1rjn5GbFaXVvkEmn3GrCEu82TLMl?__cft__[0]=AZVUzsgAR8JOwCF8lOHkqKYYU8_BBxX7Crbbsy2Yz-6gdXk-hXfWKPcNQ8b5Vcjc9V6Gev7JRiMHhlIqHykLYZ5i0mzxAgp2BiWyM_VIC302hT-LNFc6WxSlpyNhVPGtOtJroAM8LMgjdYC4WzM0kic9zYcuN6rfU7tDhY1CQTj4DBGBvPZeNDzvYsjoBer6xv-94MxOMtYS8PE-sz-0ZDIc&__tn__=%2CO%2CP-R,0,16,2,"El primer dia de la semana lo termine con #AsambleaVecinal en la #ColoniaObrera, donde escuche sus preocupaciones sobre seguridad, atencion al espacio publico y el cuidado del medio ambiente. Me llevo sus necesidades para atenderlas y gestionar prontas soluciones. Agradezco su asistencia y participaciones. Todos sus comentarios son indispensables para trabajar por una mejor alcaldia. Sigamos trabajando de la mano. #SigamosConstruyendo una mejor Cuauhtemoc.",2023-10-30T23:53:45.700806,30-10-2023,11:53 PM,NORMAL
soyanapaty,https://www.facebook.com/soyanapaty/posts/pfbid02MvTgHWdRpv1ZNFSBKsAukzqXSnbxGuVKzFUfZu1PYe6chCLb54c1oQW3TA2M2bjhl?__cft__[0]=AZWOK7Kiyy-inD7ajLQk_19pQMcOiv6wnYfgZN5WW-TLh2pmaRBo_Lv0lXKaXlIcFY5aUFBECUzEkq8WAWsHyq0bOMR9Ma0y3ct8vbGf97CV7TatotNlQwRdlhANnCo2KzNjmJOpEVAzhSD8IJQfMd7r5DSjUqFwMHz9mYLtpq9zyPqoqUT3SWtiQZbSFKwDivAUzgGYj417eYHSztCralYT&__tn__=%2CO%2CP-R,0,4,2,"En Villas Otoch Paraiso pondremos nuevos contenedores de basura para continuar transformando nuestra ciudad. Pedimos a todas y todos los vecinos a sacar la basura en el horario de recolecta y embolsar su basura para que asi, nuestros espacios publicos se mantengan limpios para las familias cancunenses.",2023-10-31T08:35:49.859689,31-10-2023,08:35 AM,NORMAL
soypablobustamante,https://www.facebook.com/soypablobustamante/posts/pfbid035pGzJfj787DJYPNbDZi46dTuS5JpZfM8HNXcAG6mFoxq5M61mhtpXjJNwaZvZvcil?__cft__[0]=AZVu_ssczfTu9X_QPklZ9pdjn_hSsX59RvhCYAfEJw-R15kwUn8gDobVcxw1xLBGEY8sjBOYrZEK7Hcxjv2946DJGkOMyZ2gTgbFejazhOEBcUpNJZuDo5L7oH_l83aR7Z-uBd9aLLJaWz0gBITuksSkfYYJEuBX98tmk4W7cOJC34NznhPWDEmaLFdX9V3QDxxmBwyXOOzaYihbiLxCy3Mt&__tn__=%2CO%2CP-R,79,67,32,List@s para recibir con un tradicional #PIB a nuestros seres queridos. #HanalPixan #DiaDeMuertos #Mexico #QuintanaRoo,2023-10-31T07:53:51.612003,31-10-2023,07:53 AM,NORMAL
mariodelgadocarrillo,https://www.facebook.com/mariodelgadocarrillo/posts/pfbid0RkV8zkuQduUXdviLWUj7JHchZHt4H76T4bAFoHoyZwqpZkSiD1L8gN3bhbWAeiYCl?__cft__[0]=AZU3Eba20Op0n2k41f-Mm4gJPIDMdMNsmpgPaUSVy_HUiHe7pSj7yQRD_trOh6obTgfBzgGJiSPpjWzKYZz6PBnDKLvlTXWnPo0zaPtXx_CCpKYygBFFyovc7qzPw1SFuKD1wFsurRSWBE6OJZ6QbgEyzUgIBd9I1IUB7vwaJu1TH7zXmaMvENxyt1_iua9xa4_RgKwfxxVf7ot3qyxpcvbRB2A9nKi8oWnMs8NK5X9HIQ&__tn__=%2CO%2CP-R,17,267,31,"La Dra. Claudia Sheinbaum, Coordinadora Nacional de Defensa de la #4T, nos acompano en una reunion interna. Unidas y unidos somos mas fuertes!",2023-10-30T22:57:30.153108,30-10-2023,10:57 PM,NORMAL
