Nombre_pagina,URL_post,Recuento_compartidos,Reacciones_totales,Recuento_comentarios,Contenido,Fecha_hora_publicacion,Fecha,Hora,Estado
benjaminricom,https://www.facebook.com/BenjaminRicoM/posts/pfbid0nZoZuFVumCU8kdtgnKyyzsczZjGKKSZse57TpUNHkUG8zHwLjTQUYPD6smyCPZysl?__cft__[0]=AZXtSUMT6VkxxMDuEjJRR9gtHVYPDg2vI5BQjxt2eNop6YeTzudm_TAj30M3CCNazB3wipSKbfoh1fBVjg1ielWvVO8u8VtsMG6i1wjAHwaNdSAfB4suU5B-MQ9Dz8Wh7zlVHv9jJGqJvs0yhOni7kfUM3keQnu0yIjiIPY_rnvMkWAA_Z6DOZtya_Ij6OU-4oWGuTYVA9HAJx-MZCcd9gzG&__tn__=%2CO%2CP-R,9,90,19,Este es el #Pachuca de mi corazon  ciudad por la que todos los dias damos nuestro mayor esfuerzo. #ExcelenteMartes #ADarle,2023-10-31T07:57:01.143842,31-10-2023,07:57 AM,NORMAL
dimenews,https://www.facebook.com/DimeNews/posts/pfbid0WD6VUg7j1pQTfqAcGKf2igUSNy5ZRMa2PNTDUALbQs7Vo5MheKwHD7XQRxn3KUCil?__cft__[0]=AZX-AwmgdPBBCqPUod8I72v4Yga9Vn_QjiL_xrsUGLp12eug6-rCpfPHVJWx1-RwUo7cB5LTpgNGjXLdqSecvBI5M1sKSwaepMhLeryaklWZ-JKZYrvaFE2UnSZ3-XYid-fUTpRSEK6-_BPgD2bsT9HUVkXr_EsXxCeBmbS_LX_IbUrG5l1WByuBU7s-TwjQjKEoipL86pXMcLLrX7VRwxW-zqFoOT2CiTH90VB3fTQvv5q3oKxMTQKBVLsViAMqIF4&__tn__=%2CO%2CP-R,0,0,0,#ConferenciaPresidente | Martes 31 de octubre de 2023.,2023-10-31T07:57:54.703194,31-10-2023,07:57 AM,NORMAL
rossiagustin,https://www.facebook.com/RossiAgustin/posts/pfbid0ukfA4qKfM7UzVTJN71X8o6at9AgXBKVPfiYpBLpbRVf4fQvde1gnLysQUqquFpBbl?__cft__[0]=AZV1wfic4m51DMmGjgbtTmxa4RZWNmgcslr7tc33QCP1ey-O374lgP8qvJZyBqX1GwInXayqrPVB_FeKj9XBVGbib4m98ug97LLMz31PJZJPu0-QORR-ARLtj-LxwRMXEHmR9UR1yb9BNEzrKKCmReZptqF0LUOWSXSQ3ytSnHbGxd4mVi62fbKoU5UZVlZQ9NLymGVvHZ0z3DK8ZbR0afwO&__tn__=%2CO%2CP-R,0,11,4,"El valor de la palabra y las prioridades claras. Estamos trabajando sin descanso para devolver el poder adquisitivo del salario a los argentinos y argentinas. Sergio Massa prometio y cumplio: hoy, el 99.2% de los trabajadores y trabajadoras no pagan ganancias. #AlivioFiscal",2023-10-31T07:57:04.530748,31-10-2023,07:57 AM,NORMAL
ogharfuch,https://www.facebook.com/OGHarfuch/posts/pfbid0d7TcqeyWREfV6Ac9K7jucpUGNuSvtJzKR7ivrLaLt6SPz62nfQboa43tKi2kHdNgl?__cft__[0]=AZVOp5pFzRYA-zhY_NaJpxMtTpIj-KSqHNVYmIFIlfEghEnWPkAMe5KOwSpPjlCMojx13TK-MLSisbXrrwZOBKOhVyM90OOuywZkbEuNwgfDrs0uTSMxiSY4jN1XndoBfIidgtTpUFp1IDOc2hUKPOyQLUlwb3SljF2eYGrESUu13guha8dQdfWniDioCf_BGcxmY0eZ4zCp63SpDz61WUmb&__tn__=%2CO%2CP-R,60,1740,73,Tradiciones unicas! Que gran evento en Tlahuac!,2023-10-30T22:58:23.059332,30-10-2023,10:58 PM,NORMAL
100063471730986,https://www.facebook.com/cristinacruzmx/posts/pfbid031ehmYNFdZyNysQFLQZzidgRkJCrZ6mYVA4wdcc8KBvKDXbWX5wpm2FeLE8vUTpTXl?__cft__[0]=AZWc0zElfeyd0Vy6BH12kjnHD6M4J4J7WWxIqI5_LOYG0bQ3ogzZd0jNAbTNPMJjaXCLn-mniZYu6COCA5UUC_ZeK5BL9yQGARYWi769Bxom7nin0DNHEjazeA8WraBUtZ1ISUhkC8jmw7nTUNhAh7Ae4Xvg1ebhwG88C5Lx9HuSJzkTbr80S_SWi3SxPgF6n1B8GuUQlXyiH_JbmB3OAITW&__tn__=%2CO%2CP-R,0,15,1,Este lunes nos reunimos con nuestra Coordinadora Nacional de los Comites en Defensa de la 4T @claudia_shein fortaleciendo la unidad y organizacion de nuestro movimiento.,2023-10-30T22:58:29.189995,30-10-2023,10:58 PM,NORMAL
danielduarte.vall,https://www.facebook.com/DanielDuarte.Vall/posts/pfbid0KGasPB79BthWTa1yweNaKi8GsQkf4MdxqZ6fJwkkqXSVc2Li5aKuL6pUHYjN8q5xl?__cft__[0]=AZUmURbN4wZswCNBH1DzYOKha8uR24pQbjREdyF6xjDBM5FWIl8fooxx5dGV0VP2ElkA5fsR_IrVKIOEK_L0b3O_9glXVhfHp7RVVrw8a0bOwCYsfqSkV3anyVbyF7sOT_9QbNw3koNaNmfegGR0f4ec7bhAUMimSr40SH8Cd6MPi5fvBQYjWypHyphsJwMDXXh4HAbJfU9nesg2rjPKM13lWvP4xytN1nb22cf01SJUEcsMkzcZebQ1BWOIs7ILvII&__tn__=%2CO%2CP-R,0,0,0,Y a tus muertitos que les gustaba en vida? #diademuertos #mexico,2023-10-30T22:58:33.519376,30-10-2023,10:58 PM,NORMAL
anahigonzalezqr,https://www.facebook.com/AnahiGonzalezQR/posts/pfbid0nP6pPPXznJ9Nh3QXvhmRzChxGhkZTuJE96nPFmvbJaKbt4PcKSjtvHQCxc2euoTgl?__cft__[0]=AZUZBs2pqACAwEOeHO7ZySQKVGGTcb84rusV7DcWjgebR-em63y33Rvi6LZndR8x2mDBMqd0KMvCKV_Xu_K2QR3a_DyLPns6yU84VpGkaUlad14uXF4obInY5QaxrrqPvSeQQhv_DM6RUfeS1L-Z9G7ubbyCJQaL5AXzYkvFn5QZZx6lN7xAlBSjSy0YBoYiUr0AdsCusSDOVQB52jBgFOpj&__tn__=%2CO%2CP-R,0,9,1,"Con orgullo les comparto que fue aprobada por unanimidad de 467 votos en el Pleno la reforma de una servidora que modifica la Ley General para la Igualdad entre Mujeres y Hombres. Seguimos avanzando!El proposito es obligar a las y los titulares de las entidades federativas a publicar un informe anual sobre las acciones afirmativas y los esfuerzos activos realizados en materia de igualdad de genero.Ademas, mandata que la Junta de Gobierno del Instituto Nacional de las Mujeres tenga la facultad de promover, de manera coordinada, mecanismos que garanticen el acceso a la informacion en la materia.Para la 65 Legislatura Federal la igualdad sustantiva es fundamental. Agradezco su respaldo.#AnahiGonzalez #Morena #4T #QuintanaRoo #Mexico #Igualdad #Mujeres",2023-10-31T08:22:31.959552,31-10-2023,08:22 AM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid02EHPrp42fbKNuTy8s81b54ubXjs9CAcXVZcABw5aVJqnKrmtyrLB5enGmjSZxeonXl?__cft__[0]=AZXWuURFQqCQz5SWrPYeke8Rm8CVw0kZwdYJ97UFjCjdCGpIsgwRy3ZaSferZ-tWwoHqmGpEh_vYPFsotiEzR5b0T5VBebro1-cAAP22ezC9EjjSW1LPArqvh-nY2bNJ3b22KiLbvJrnhgJza61lhjHsxJiJ42NduEw_uu68g3MTQKDyl8D6nnglVoEU9SfJM2j_c_HYvhtynhnGiJzebVpsPpqJfH6iPkYrqMDw_mi4ajd3jwQeY1tJpj3lqGYt1To&__tn__=%2CO%2CP-R,0,0,0,"Reunion de la Comision de Justicia.Para tratar los asuntos siguientes:Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa de Decreto por el que se reforman y adicionan diversas disposiciones del Codigo Penal para el Estado Libre y Soberano de Quintana Roo, de la Ley Organica de la Administracion Publica del Estado de Quintana Roo, de la Ley del Servicio de Administracion Tributaria del Estado de Quintana Roo y del Codigo Fiscal del Estado de Quintana Roo; en materia de investigacion y persecucion de delitos de operaciones con recursos de procedencia ilicita (lavado de activos); presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa con proyecto de decreto por el que se reforman, derogan y adicionan diversas disposiciones a la Ley Organica de la Fiscalia General del Estado de Quintana Roo; presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.  Fecha: 31 de octubre del 2023.                                                                                                                                                                                                           XVII Legislatura del Estado Libre y Soberano de Quintana Roo ___________________________________________________________                                                                                                                                                                                                                                                                                                                                   Aviso de Privacidad Simplificado.                                                                                                                                                                                                                                                                                                                                   El H. Congreso del Estado de Q. Roo es el responsable de los datos personales que se recaben durante la realizacion del presente evento, garantizado su debida proteccion.                                                                                                                                                                                                                                                                                                                                   Consulte nuestro aviso integral en www.congresoqroo.gob.mx",2023-10-31T08:23:32.682618,31-10-2023,08:23 AM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Fe8tidjSDgwYwV8HARMr4B7RDqkJeEUTPwF1xsvx8yMDUX5xG8CconSt1eLDUgbYl?__cft__[0]=AZUQ-AUHoRg5USl6nlEcQ9G_vGz16lEnnWDzySJJeYeuPDBhpNtzkxjWzwYf1N963ruj6J_oMgbrpdZdbuD_k1YthHFayj_Ut_6tbhxW5JxZNChvWX49VZY-X47bDYMm2vRB5SNnaa3fgCCMLYSBiF7mAXnM9Ju11FClv2ip_BX4cEnKr0E_3k7ECu8hLLrRTzSoGwNnTxYQ4qvnlvULE--7&__tn__=%2CO%2CP-R,0,4,0,"Este lunes, en nuestra sesion ordinaria numero 20, tuve el honor de participar en la aprobacion de la reforma a los articulos 12 y 17 de la Constitucion Politica del Estado. Esta iniciativa, que surgio de la vision de nuestra gobernadora, Mara Lezama, marca un importante paso en nuestro compromiso con el reconocimiento de la dignidad humana y el derecho a una buena administracion publica. Estamos decididos a avanzar hacia una transformacion significativa del estado.#LegislarParaTodos#XVIILegislatura",2023-10-30T22:58:37.960605,30-10-2023,10:58 PM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid02c3Y6kknESSXz7mP4uFfPRs3L1zkbCA8GychMeZ856ULC349adCb2CyVPx4avNuJTl?__cft__[0]=AZUDxkkR6cS5zVKCw1pqK3MsGbwPuu6676wQjP5YUrQXbzWoxuzkpuHhMIn8jZ0mrZb9-kZbXhgN2R2ZJyVmng3dl32Soj7ldK9yvcWByFmeJv9ww4i4zGdesQbwkWJHZ3fwr_TELKAs9mQTQNvarwjrpS5KfiAKwC67aeM62sasZLjOKWVLUmiRrw9krj7kMWgKNgBcaR6oXdCO6tSfGZwK&__tn__=%2CO%2CP-R,0,4,0,"Feliz cumpleanos mi querido Marco Polo Carballo!Espero que en este dia tan especial te la hayas pasado super bien, consentido y lleno de amor. Que la vida te siga sonriendo y que sea una vuelta al sol llena de bendiciones.#felicidades",2023-10-30T22:58:38.061335,30-10-2023,10:58 PM,NORMAL
dhcaguakan,https://www.facebook.com/DHCAGUAKAN/posts/pfbid0jBLNEejMd6Sm7hEMHnRgcaqSL5mwkvQHUxPW9Y7gcuj6yz7r9LqcuZRAPFDJQGgol?__cft__[0]=AZX_lv5bsLMSJTivBXacjaMZC2xGykasRH0m7PaXUEVpdp4bwX1L57nkgujoHbzfAJjtTC-w7uHJjJ-cvjRLzisf2NibK3FG-ndMdfQgNHN078reR3hiswCDQcgZQQnWpNwYbJK3lPX1EgzXKWto3N-_1axm8Dx540CdJSNOf0lMvUV0tqZq9FqLA6tSFjKCFAzeE3U97QpsE8yC-L7g2KCL&__tn__=%2CO%2CP-R,0,0,0,El equipo de Aguakan se dedica incansablemente a diversas tareas cada dia. Son el motor que impulsa el suministro de agua potable y la gestion eficaz de las aguas residuales. Su esfuerzo diario se refleja en el bienestar de nuestra comunidad. #ColaboradoresEnAccion,2023-10-31T08:03:07.947703,31-10-2023,08:03 AM,NORMAL
eriknoeborgesyam,https://www.facebook.com/eriknoeborgesyam/videos/233432776420726/?__cft__[0]=AZVym9prj6AfBIkjOR5nMhGCPctBYI_pN9VoYBQZ4-4RzVIAKoE2KK1uBqZwSOcvZX_5Ekrfb8W37Fzp5_EOH_TGNlB1VK5mJvtnxipz5tiSIetwYJm8WXo85Z-refbu09PrzrUwBwYUSeZuXsA5V4d80zbH8gsCfGR5N3DrFCT_4dL5golVgIeWM51xENZVkZKHm_oZqPAsNOytmp1oIjVHh_NTrct-Dit0ePuh6u98Hg&__tn__=%2CO%2CP-R,86,67,16,,2023-10-31T08:02:31.010015,31-10-2023,08:02 AM,NORMAL
sheffieldgto,https://www.facebook.com/SheffieldGto/posts/pfbid0pQB4kecPzXFvW9W81tiKR7ameXf2jfRbHNpjtvjMi95sLk2XDxstFpwanwftQpkMl?__cft__[0]=AZWCcHemoyzuoDQqJEoUs521fGPPHydLqzeuJ7ZHzGuL9TkZj6m5yu77fG4CgIuv8gYnqlIPscUTx0EiorOVHkHj75yY75CGDStirpq2DNlelQLDEreVJHKvDzOgsMZOFCSh18Fm_oGklhW0-7y2Q4gv-sf28yYZx6-JWgbLKuU3jGk-BncxoRnDQnIwXXqyQvhy0il2iHg4raEpdAf4uUR6&__tn__=%2CO%2CP-R,1,42,2,Con todo y por todo! Hasta recuperar el estado por el que los guanajuatenses tanto hemos trabajado. #LaRutaDelCambio,2023-10-31T08:47:29.634499,31-10-2023,08:47 AM,NORMAL
ayuntamientodesolidaridad,https://www.facebook.com/AyuntamientodeSolidaridad/posts/pfbid023TYeW9hSEZuTA6anKwD4uDByhiwvqLDah39GTLcfNjaxNSDkLja5A7dVU2cZ9Hwil?__cft__[0]=AZUkSIMKK9E-5xBcJUMd8gYFHmHgAOy7qrr2T_n4MiOpAm-YnLzmtqa9YqqxBndSp0KU1c4Pb3xmPqhGoYiyFe6Dhddg6mBtHt33u8x-vgGajMEO0U6W6GLQt6w-jpDnNGCsE6nbiQaUWZl64zv1zuBELNq-V-0-aHrycaHH4YxTUOsMPo89SymDzeV0sdFZqEWtARvCZPGyxduV8dtqfICh&__tn__=%2CO%2CP-R,0,2,1,Estamos renovando #PlayaDelCarmen! Conoce que significa cada elemento que estamos pintando en las avenidas. Si todos respetamos los senalamientos tendremos un espacio seguro para transitar! #RenovamosParaCrecerConOrden,2023-10-31T08:31:13.026129,31-10-2023,08:31 AM,NORMAL
juanitalonso,https://www.facebook.com/Juanitalonso/posts/pfbid036NGuU3s58r3pT1NbisYhoZbNnSm87mCph5328Q1XYZEeWWt6a3AXkyBnbB2TAJRvl?__cft__[0]=AZWVKZ_PGR_2UKSyRX_uteISaOgznZjhJnC1XQq0OabvbhMYke4y2x9HejOY98XUjx8pJ7QMQDcgS3KoTivSeIkb7ODup74xWJ0kAvy6iiQAgFF7TVxYFxp9AdZF_tt1QsUSzAxpYwi2T6OgubhGQ7f2pVEjX8_378uABKTKqJYZ6q04hbaOb0cUKRIg06TFYUE3hu2HNBzFtWy3oxE8fzrN&__tn__=%2CO%2CP-R,0,36,5,"Muchas felicidades a las ganadoras del concurso de catrinas del tercer Festival Dia de Muertos Almas con Tradicion Cozumel! Categoria Infantil Primer lugar: Alexa Ximena Castillo Rodriguez Segundo lugar: Shayna Nohely Sabido Cahuich Tercer lugar: Alinna Karolina Fernandez Custodio Categoria Juvenil Primer lugar: Sofia Nazaret Ventura Santana Segundo lugar: Pilar Angelica Mukul Catzin Tercer lugar: Maggie Guadalupe Choy CanulGracias a todas las participantes por enriquecer nuestra comunidad, fomentar la expresion artistica y contribuir a la preservacion de nuestras tradiciones.#UnidosSomosMasGrandes#DiaDeMuertos#AlmasConTradicion#Cozumel",2023-10-31T08:01:59.463099,31-10-2023,08:01 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid02aAsZRsBNseefsYwwD4u71ox5Kns3XHhQH5Gf2bUjHq5g42HvppNXXi81f85gRdxQl?__cft__[0]=AZXvfX5XzzHi0lwP5ogXAv5KaxvY194VwqD98IcqHBLO-74iNdf7ffHPx76sLVcw8alVCszvRGrlGlT3JIbOoR-znS5HWsL4OQeyP7zsBrl5XAL0MEPsm67RGb73lMda-D5H1jl5228L_cc3qICiPm7gl_ChsC5EZz_PBaizLZYbBGM5DblcxJbwc_qADlpnINZtzQt7KWiS_xeN26aHLX_H&__tn__=%2CO%2CP-R,502,2677,288,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T08:03:22.089002,31-10-2023,08:03 AM,NORMAL
jorgesanencervantes,https://www.facebook.com/jorgesanencervantes/posts/pfbid0vHTQ1zA79SqWmApZ3mvWZcbjnmngJ6PHKRuCVsRX4d98TxLTiUrowwZMyMYPhxWxl?__cft__[0]=AZXle5RHt_GjOK4H_jq0gbo4QwgwTz4d6-Aoz4ETxsfnLxPYwLCgXIlI9CDuHDhZm8MzX-H0is7P5T7Ogu62J4nu7vhNPVhQYpXyWxH0SfhG0gRnNXlH8-_Nqe4z-cLzACUbl60z4osYpgwX19AIjwh4Shf56sEBBo52Eiun0Qr-kcP8wzAeuiaY-NUMV0u7Gd-8jT96SUWWlUcItqx1zvIg&__tn__=%2CO%2CP-R,0,2,0,Con esfuerzo incansable y en unidad podemos lograr ayudar a quienes mas lo necesitan.Son tiempos de apoyar y este gran equipo sabe que podemos aportar con lo mas pequeno.#HuracanOtis,2023-10-31T08:59:24.404810,31-10-2023,08:59 AM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid022mMeCLKGkq8yUGedwNw51yrMTDcpYsZHkTYSGhrQtPF4JQ6T6Gh9zKM7BhxhRxqMl?__cft__[0]=AZUNPh3T91e_T4adyt5YWDV1i7I9r8BsM1qvZei7LZG3tX_8XplT0w4pciuFYPrkBWOxVUKW5grMHjB03mdpxdfmJCx_8ck0Gvfl7CbvPtmAG0caMWZxBNO2TsBkOdgNwqTDH8PWukFMsi469QuAjrvJBxBFPcB4WgzEeO7kszxL_3xLuQCVQhJkOMvcBFonesoCzpXMySBGK_tZbcLziGDO&__tn__=%2CO%2CP-R,0,8,3,"#PuertoMorelos preserva las tradiciones que forjan su identidad; la Alcaldesa Blanca Merari Puerto Morelos participa, junto con habitantes de la localidad, en el Paseo de las Animas y premia a los ganadores de los concursos de catrinas, calaveritas y altares.#GobiernoCiudadano #CercaDeTi",2023-10-31T08:10:29.255723,31-10-2023,08:10 AM,NORMAL
ricardovelazco2022,https://www.facebook.com/RicardoVelazco2022/posts/pfbid02L2vVLEdUg59EaDJb5AzYR146ypb7z2erYqsmqcVCqmhTErH1cZo6evSGfwGsmd19l?__cft__[0]=AZXrj-4k2U3hn2rf0zeGFCcqYtkUYysy8w9Py6RlFryRiR0PlB3qityrN51g0cUaqRIhv-N4_8WVb45wzsC1AuB8wzkNm_S4ZqwN2nfXyt9bIIEcO2adWOBZuUaZqXNSgAJhh2C4rKbluetK1ybJ5hjJd1tfy9K1JH0A176g99pOmeu0d61ZyzCHymgRI94FFef2jXJMfxbN56Bs3epX9kON&__tn__=%2CO%2CP-R,0,14,18,"Presente en la Reunion de las Comisiones Unidas de Deporte y para la Igualdad de Genero, con motivo del estudio, analisis, discusion y dictaminacion de la Iniciativa de decreto por el que se adicionan y reforman diversas disposiciones de la Ley Estatal de Cultura Fisica y Deporte; la Ley para la Igualdad entre Mujeres y Hombres del Estado de Quintana Roo y la Ley de la Juventud del Estado Libre y Soberano de #QuintanaRoo. #UnidosParaTransformar #trabajandoconelcorazon",2023-10-31T07:03:32.947870,31-10-2023,07:03 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid025SmDMxwffhhmVStjU1uymWoUsfTiLF1q1hpHK99oBbho8CivBQcdvHd6GUp2CdLSl?__cft__[0]=AZWZdNdCeiT2QInhkPqE76T2_UqQThVtxXLwYstmKFIkTYH6Yz1HjbA00HTdFP2k8YfBEPFpTJb648phZTf-uU3VZ_s9g7z6vDH5bK9XUUl0DxVZ3BFAwVbvqe9JiZCr1MlC8laszsTtQEjv1ff9VWUuFe5h_pihF5mK5Oo4mwBch795xJoOIG2S1D_V44c_ZKT_4uuYEdMXvWVi9uQexWhM&__tn__=%2CO%2CP-R,0,3,1,Agenda del dia de hoy martes 31 de octubre 2023 de la #PrimeraRegiduria de #Benito Juarez.Continuamos con nuestra labor con las y los benitojuarenses!#L4TIendoPorCancun,2023-10-31T08:30:32.615757,31-10-2023,08:30 AM,NORMAL
100092238522976,https://www.facebook.com/permalink.php?story_fbid=pfbid02cvRohxr7DqCuTs2xXAWZaNZnFGe83rzTk99eaaK76aWYcTQfRGq84qaUuxjShDBUl&id=100092238522976&__cft__[0]=AZV5Tou5x2TCMrAH6wFoGas7_gLz4GtAwL0UH6Dwao-Mb_2T3yobMs8W_qq2t3I-w3qz5r8qYg3nBLhL4wfOQePYY1cYlQJAHhh9a2XeT6jXqBsKDBwyQjL9sfYuBydnLdP32zjoglSMIBn0auck9MJZ-RzxidlWk0B3KJ9UQ6mVUDkug8Ne9K-N_L7_ZoTDOx80DUa-TUUvoDFnO5ZJvw7t&__tn__=%2CO%2CP-R,0,0,0,"En #Coyoacan, primero tu!Mantenemos la esperanza contar la alcaldia de nuestros suenos. Sigamos trabajando para que los servicios publicos lleguen con calidad hasta el ultimo rincon! #EncausandoCausas #ServiciosPublicos #PrimeroTu",2023-10-31T09:02:34.873720,31-10-2023,09:02 AM,NORMAL
eugeniosegura.oficial,https://www.facebook.com/EugenioSegura.Oficial/posts/pfbid02PEucFNwfgv4cCVeR1NssEdd3RKeHvDcf5EhLzgpF4BoRYatFSAeW2wy2hGgb1MB1l?__cft__[0]=AZWpleBsfVzctndl0b_6G49s7aUlJEYmvV8bnrj8pdXX9HiVooP1YAr3ACo6kUjYNM9B_B6F4kBuhNZD_KASNG3FVtFiXqAfg-R3KQML67HVFVaIdGjCurJ7UMvI-Tt6fC9RYOuI2bvojZtSPcp4TX29z3I-GapsD8V4deIkSwjBl-jr1oAskzUHWFgwsMjRDSfCyOqm4f5d0oIyfv0VYA8hYoJlVp2p7meM8NbwufdwMMKyVyuPsNyjTjLHyH1Jbow&__tn__=%2CO%2CP-R,0,0,0,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T08:31:38.090120,31-10-2023,08:31 AM,NORMAL
oscar.cantonzetina,https://www.facebook.com/oscar.cantonzetina/posts/pfbid0mnotBkYmGkkV9GjrNyGFsFdeekVPqfzRDVQriEdPJEQZaFTx8YwQa9ke8y5jMVqql?__cft__[0]=AZVPVZ_cQo1eozUKVZOkKs54Ccw6Q_cDgcjvo8d49tSlmXGMgcOS0Vr3TV-rPKwa3zEwVgjiwmdpZrMZs4MCF0V8Cc8xNPlj1p681wp45zIM5nE3jBvXzZJjaiXHzQvewRCFzA4mhTmFrGrD903f0A4JteUWX2ZsQ3r5Min7jODMGoc9xBjgzkt-Q_CwjlToPK6-e-wy_hfiDYHMMZohBn3P&__tn__=%2CO%2CP-R,2,5,2,Los intereses del pueblo deben estar siempre primero!!!#Canton #Morena #Encuesta #Tabasco,2023-10-31T08:31:39.118371,31-10-2023,08:31 AM,NORMAL
soyanapaty,https://www.facebook.com/soyanapaty/posts/pfbid02MvTgHWdRpv1ZNFSBKsAukzqXSnbxGuVKzFUfZu1PYe6chCLb54c1oQW3TA2M2bjhl?__cft__[0]=AZVv8OI0rie_9CMpuZ1tI3GAn0OxRXlSRnZOuBCmJZM1koM7BUvJQGLwGzh8hMS-2K7ryKqcQIycdp-_z5MyJfV1TnKzVbhOEKO5fItDZBKGVzyS-zaV6OuKpHmJgZKfII2cZiTxFdx8DA2beG5yPcd0s28KnW_xbNnF3HHBBr7PQ5GaNgWe-c66V2k6zDv1yPCno5XJuIwbQnXbXFWHHsQd&__tn__=%2CO%2CP-R,0,7,2,"En Villas Otoch Paraiso pondremos nuevos contenedores de basura para continuar transformando nuestra ciudad. Pedimos a todas y todos los vecinos a sacar la basura en el horario de recolecta y embolsar su basura para que asi, nuestros espacios publicos se mantengan limpios para las familias cancunenses.",2023-10-31T08:36:41.722022,31-10-2023,08:36 AM,NORMAL
100071257616496,https://www.facebook.com/100071257616496/videos/359742363066962/?__cft__[0]=AZX68KJ8odQ5-HblnpdAa6euUroL_Ys2TdfI8B3YHl5G76lWb2JabANydQp659r41Khioe5GlU9FkiWx7DtRfq8kdw41HLul-bw4Wpgq7Tcxv9Nzkth5MH4LuykG-_x0wS0qzjVUUt3pHtZ4dlP8LPvZwvALurj045cXT3Oyxe6AzOwQ4BD5-fRwpYwZaFecYTvZus6e_UjhteEFkKzG3dbr&__tn__=%2CO%2CP-R,9,62,25,,2023-10-31T08:05:42.380262,31-10-2023,08:05 AM,NORMAL
blancameraripuertomorelos,https://www.facebook.com/BlancaMerariPuertoMorelos/posts/pfbid0dWPoEDUBNmAy5ZQi5B72bzjqHMP8Ucgz1eEkPmC24jtLVPa1TuQAx3TkvHNk68Mhl?__cft__[0]=AZXocQDKgjZPOiiKztfPiv-cVfInvTcEnJBk9cI1BhIlP4b6kDUdCqrZ0JSHjxLtp3Kben-1JOZrSHxtjXwkyjM9XidinTyhfdwBGIUhQc8uHNu9ih-mEB5aT_o8m-2tohd-aNmeJWB0saxHPALcHH65g251i6cFqo0tWrYSzbkKbnbwd2l5XJA41NrdO3zNC7WAhS8JZQl1eKA4i2DVc7Xt&__tn__=%2CO%2CP-R,11,43,5,"Buenos dias amig@s!Les comparto como estuvo el primer dia de actividades por la celebracion de nuestro Dia de Muertos, en el que pudimos observar el elegante andar de coloridas catrinas, apreciamos la creatividad de los participantes en el concurso de altares y disfrutamos del ingenio de las calaveritas literarias.Puerto Morelos vive en sus tradiciones!#BlancaMerari",2023-10-31T08:03:43.316759,31-10-2023,08:03 AM,NORMAL
